label ,text,,,,,,
5,What is Answers.com 's address ?,,,,,,
3,What crooner joined The Andrews Sisters for Pistol Packin M,ama,?,,,,
4,When did beethoven die ?,,,,,,
5,"""What city boasts Penn 's Landing , on the banks of the Del",awar,e river,"?""",,,
4,How much does a new railroad coal car cost ?,,,,,,
2,What does the abbreviation AIDS stand for ?,,,,,,
0,How do I make fuel bricks from recycled newspaper ?,,,,,,
3,Who wrote The Night of the Iguana ?,,,,,,
3,What Spanish artist painted Crucifixion ?,,,,,,
3,Who is the only prime minister of Canada to serve 22 years,but,not nec,essa,rily c,onse,cutively ?
4,How many revolutions does a standard LP make in three minut,es ?,,,,,
2,What does G.M.T. stand for ?,,,,,,
1,"""What are other ways of getting stretch marks besides pregn",ancy,", weig",ht l,"oss ,",and,"weight lifting ?"""
0,Why doesn 't www.answers.com have any answers to my questio,ns ?,,,,,
0,How do you ask a total stranger out on a date ?,,,,,,
1,What 's the most commonly-spoken language in Belgium ?,,,,,,
1,What is the mascot for Notre Dame University ?,,,,,,
0,What is the `` 7-minute cigarette '' ?,,,,,,
3,Who are the Challengers of the Unknown ?,,,,,,
3,What organization 's offices were broken into at Watergate,in 1,972 ?,,,,
3,Who starred in Singing in the Rain and The Singing Nun ?,,,,,,
1,What dangles over the tongue from the palate ?,,,,,,
0,What is the historical relationship of Catholic Church and,bing,o ?,,,,
0,How can I register my website in Yahoo for free ?,,,,,,
1,What relative of the racoon is sometimes known as the cat-b,ear,?,,,,
1,What product does `` Mrs. Olsen '' promote ?,,,,,,
4,How many colonies were involved in the American Revolution,?,,,,,
1,In what religion was Isis the nature goddess ?,,,,,,
1,What 's the slowest Olympic swimming stroke ?,,,,,,
0,What are Maid-Rites ?,,,,,,
5,Where do hyenas live ?,,,,,,
5,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,,,,,,
0,What is the origin of the word `` attic '' ?,,,,,,
0,What is the origin of the name Katie ?,,,,,,
0,Where did the term `` 86ed '' come from ?,,,,,,
0,What is a Canada two-penny black ?,,,,,,
2,What is the abbreviation of the company name ` General Moto,rs ',?,,,,
3,Who was The Pride of the Yankees ?,,,,,,
1,What novel inspired the movie BladeRunner ?,,,,,,
5,Where is the Loop ?,,,,,,
4,What day was Pearl Harbor attacked in 1942 ?,,,,,,
5,Where do the adventures of `` The Swiss Family Robinson '',take,place,?,,,
3,Who was the prophet of the Muslim people ?,,,,,,
4,When did the Berlin Wall go up ?,,,,,,
4,How many feet are there in a fathom ?,,,,,,
2,What does INRI stand for when used on Jesus ' cross ?,,,,,,
5,What European city do Nicois live in ?,,,,,,
3,Who was the first American in space ?,,,,,,
1,What 's the most powerful card in Euchre ?,,,,,,
0,What is the difference between classical conditioning and o,pera,nt cond,itio,ning ?,,
3,Who made a boat out of gopher wood ?,,,,,,
3,Which company that manufactures video-game hardware sells t,he `,` super,sys,tem '',?,
3,Who was the author of the book about computer hackers calle,d ``,The Cu,ckoo,'s Eg,g :,Tracking a Spy Through the Maze of Computer Espionage '' ?
3,What company tabulates the ballots in voting for the Academ,y Aw,ards ?,,,,
1,What golfing accessory was patented by George Grant on Dece,mber,12,,,,
1,What was the first domesticated bird ?,,,,,,
1,What is the Jewish bible called ?,,,,,,
3,What team did baseball 's St. Louis Browns become ?,,,,,,
0,What causes pneumonia ?,,,,,,
0,"""What is the origin of the word , JJ .""",,,,,,
5,What South American city has the world 's highest commercia,l la,nding f,ield,?,,
0,How do they find or choose witnesses to an execution ?,,,,,,
5,What country 's capital is Tirana ?,,,,,,
5,What country do the Galapagos Islands belong to ?,,,,,,
3,Who is the leading competitor of Trans Union Company ?,,,,,,
0,How is it correct to say ` qigong ' ?,,,,,,
0,What did Delilah do to Samson 's hair ?,,,,,,
1,What do Italians call Florence ?,,,,,,
3,What was the name of the lawyer who represented Randy Craft,?,,,,,
0,What is ethology ?,,,,,,
1,What creature scares people in the film `` Jaws '' ?,,,,,,
5,Which city did Christian Crusaders fight to recapture from,the,Muslims,?,,,
0,What is the history of Valentine 's Day cards ?,,,,,,
4,How much money are Dumbo 's ears insured for ?,,,,,,
3,Who was the lead actress in the movie ` Sleepless in Seattl,e ',?,,,,
3,What spy novelist served as Moscow correspondent for Reuter,and,The Ti,mes,of Lon,don,?
5,What country did King Gustav V reign over from 197 to 195 ?,,,,,,
0,How do doctors diagnose bone cancer ?,,,,,,
1,What film or films has Jude Law appeared in ?,,,,,,
1,Where does your hair grow the fastest ?,,,,,,
1,What does the six-footed Musca domestica become when it ent,ers,a house,?,,,
5,What two European countries entered the War of American Ind,epen,dence a,gain,st the,Bri,tish ?
3,"""Who came up with the name , El Nino ?""",,,,,,
1,What are Halloween 's colors ?,,,,,,
4,When is Boxing Day ?,,,,,,
0,How successful is arometherapy ?,,,,,,
4,How much money does a back injury lawsuit get ?,,,,,,
1,How do you say `` fresh '' in Spanish ?,,,,,,
0,What makes popcorn pop ?,,,,,,
4,What is the acreage of the Chappellet vineyard ?,,,,,,
5,What U.S. state lived under six flags ?,,,,,,
3,Who kept the most famous diary in the English language ?,,,,,,
4,When was Ozzy Osbourne born ?,,,,,,
3,Who said of Super Bowl III in 1969 : `` We 'll win- I guara,ntee,it '',?,,,
3,Who discovered electricity ?,,,,,,
5,What city is sometimes called Gotham ?,,,,,,
4,"""How much would it cost to purchase a 2-foot-square party t",ent,", with",side,"s , ?""",,
4,When is the Tulip Festival in Michigan ?,,,,,,
5,What country 's people are the top television watchers ?,,,,,,
3,What actress has received the most Oscar nominations ?,,,,,,
0,What is the Kashmir issue ?,,,,,,
4,When did the royal wedding of Prince Andrew and Fergie take,pla,ce ?,,,,
5,What U.S. state has an element named for it ?,,,,,,
3,Who is the `` Queen Mother '' ?,,,,,,
0,What are the powers and weaknesses of Green Lantern 's ring,?,,,,,
1,What cocktail do you concoct with whisky and sweet vermouth,?,,,,,
0,What is Eagle 's syndrome styloid process ?,,,,,,
5,What is the nickname for the state of Mississippi ?,,,,,,
4,How many villi are found in the small intestine ?,,,,,,
1,What are the most common elements in the Earth 's crust ?,,,,,,
2,What does NASDAQ stand for ?,,,,,,
1,What musical instrument did Prewitt play in James Jones 's,From,Here t,o Et,ernity,?,
4,What year did Jack Nicklaus join the Professional Golfers A,ssoc,iation,tour,?,,
0,Why do heavier objects travel downhill faster ?,,,,,,
1,What movie tour of the Roman empire features the admonition,: `,` Row w,ell,and li,ve ',' ?
1,To what does Microsoft 's Windows 3 owe its success ?,,,,,,
4,How many bends are there in a standard paper clip ?,,,,,,
4,How many months does it take the moon to revolve around the,Ear,th ?,,,,
1,What movie did Madilyn Kahn star in with Gene Wilder ?,,,,,,
1,What Hollywood dog died in the arms of Jean Harlow in 1932,?,,,,,
4,"""How many people on the ground were killed from the bombing",of,Pan Am,Flig,ht 103,ove,"r Lockerbie , Scotland , December 21 , CD ."""
3,What ISPs exist in the Caribbean ?,,,,,,
3,What United States President had dreamed that he was assass,inat,ed ?,,,,
0,What is the classic definition of tragic hero ?,,,,,,
0,What function does a community 's water tower serve ?,,,,,,
3,What TV sitcom character had the maiden name Ethel Potter ?,,,,,,
1,What does a spermologer collect ?,,,,,,
5,What Nevada center has been dubbed The Biggest Little City,in t,he Worl,d ?,,,
1,What is a fear of shadows ?,,,,,,
5,Where can I find a review of Nightmare on Elm Street in a f,ilm,journal,?,,,
3,What company 's logo is a `` W '' in a circle ?,,,,,,
4,How many Beatles ' records went #1 ?,,,,,,
4,How many South American countries have the letter Z in thei,r na,mes ?,,,,
3,Who played the original Charlie 's Angels ?,,,,,,
1,Name a technique widely used to detect birth defects ?,,,,,,
3,Who is the founder of Scientology ?,,,,,,
3,Who was the first coach of the Cleveland Browns ?,,,,,,
5,Which two states enclose Chesapeake Bay ?,,,,,,
1,What 's the colored part of the eye called ?,,,,,,
0,What is the nature of learning ?,,,,,,
1,What war did Florence Nightingale tend the troops in ?,,,,,,
1,"""Which came first , according to Genesis 1 : 2 : 22 - the c",hick,en or t,he e,"gg ?""",,
1,What was the education system in the 1960 's ?,,,,,,
0,What is molybdenum ?,,,,,,
5,Where can I find a list of `` classic '' books 5th and 6th,grad,ers sho,uld,read ?,,
0,What are some interesting facts and information about dogsl,eddi,ng ?,,,,
4,When does the average teenager first have intercourse ?,,,,,,
5,What country did King Wenceslas rule ?,,,,,,
0,What 's nature 's purpose for tornadoes ?,,,,,,
0,How is silk screening done ?,,,,,,
4,"""What is the latitude and longitude of El Paso , Texas ?""",,,,,,
3,Who is Stein Eriksen ?,,,,,,
3,Which company created the Internet browser Mosaic ?,,,,,,
0,How you can raise your IQ ?,,,,,,
1,"""What English word comes from the Old French covrefeu , mea",ning,cover,fire,"?""",,
0,What caused Harry Houdini 's death ?,,,,,,
5,"""What Las Vegas hotel burned in November , 1980 , with the",loss,of 84,live,"s ?""",,
5,"""What country did the Nazis occupy for 1 , CD NNS IN NNP NN",P NN,"P .""",,,,
4,CNN began broadcasting in what year ?,,,,,,
1,What 's the term for a bet before cards are dealt ?,,,,,,
1,What films featured the character Popeye Doyle ?,,,,,,
5,What stadium do the Miami Dolphins play their home games in,?,,,,,
4,What are the three winter months in the southern hemisphere,?,,,,,
3,What diminutive American female gymnast stole the show at t,he 1,984 Oly,mpic,s ?,,
3,Who has won the most Super Bowls ?,,,,,,
3,Who won the Nobel Peace Prize in 1991 ?,,,,,,
